SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-23-2022,Multi-Family (2-4 Unit),141 S 22nd St,South Side,PA,15203,295000,3,2,South Side,,1441,1899,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/141-S-22nd-St-15203/home/74479253,West Penn MLS,1549168,N,Y,40.4263222,-79.9746922
PAST SALE,July-31-2019,Condo/Co-op,144 N Dithridge St #510,Oakland,PA,15213,210000,2,1,Oakland,1557,,1940,,135,853,Sold,,,https://www.redfin.com/PA/Pittsburgh/144-N-Dithridge-St-15213/unit-510/home/74567623,West Penn MLS,1395181,N,Y,40.4482339,-79.950786
PAST SALE,August-15-2019,Single Family Residential,1144 Wightman St,Squirrel Hill,PA,15217,654000,6,3.5,Squirrel Hill,2678,,1901,,244,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1144-Wightman-St-15217/home/74750012,West Penn MLS,1396759,N,Y,40.4462586,-79.9290861
PAST SALE,August-28-2020,Condo/Co-op,128 N Craig St #303,Oakland,PA,15213,258500,3,2,Oakland,1680,,1957,,154,922,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-303/home/74664775,West Penn MLS,1427065,N,Y,40.4480778,-79.9483198
PAST SALE,August-19-2022,Condo/Co-op,928 Bellefonte St,Shadyside,PA,15232,353000,3,1.5,Shadyside,1368,,1935,,258,258,Sold,,,https://www.redfin.com/PA/Pittsburgh/928-Bellefonte-St-15232/home/74665459,West Penn MLS,1563273,N,Y,40.4493873,-79.9330052
PAST SALE,January-23-2019,Single Family Residential,124 Penrose Dr,Point Breeze,PA,15208,590000,4,3,Point Breeze,2780,,1960,,212,,Sold,,,https://www.redfin.com/PA/Pittsburgh/124-Penrose-Dr-15208/home/73494080,West Penn MLS,1368474,N,Y,40.4495387,-79.9058672
PAST SALE,September-2-2021,Single Family Residential,159 1/2 38th St,Lawrenceville,PA,15201,379900,2,1.5,Lawrenceville,1226,1742,1890,,310,,Sold,,,https://www.redfin.com/PA/Pittsburgh/159-1-2-38th-St-15201/home/74651930,West Penn MLS,1510757,N,Y,40.4679636,-79.9655419
PAST SALE,April-12-2021,Condo/Co-op,5728 Elwood St #11,Shadyside,PA,15232,185000,1,1,Shadyside,747,,1969,,248,175,Sold,,,https://www.redfin.com/PA/Pittsburgh/5728-Elwood-St-15232/unit-11/home/74745959,West Penn MLS,1483034,N,Y,40.4529041,-79.9300698
PAST SALE,December-11-2020,Single Family Residential,4919 Hatfield St,Lawrenceville,PA,15201,390000,3,3,Lawrenceville,1519,2178,1910,,257,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4919-Hatfield-St-15201/home/73509681,West Penn MLS,1474116,N,Y,40.4780842,-79.9573142
PAST SALE,June-2-2022,Condo/Co-op,5607 Elmer St #306,Shadyside,PA,15232,322000,2,1,Shadyside,945,,1900,,341,221,Sold,,,https://www.redfin.com/PA/Pittsburgh/5607-Elmer-St-15232/unit-306/home/74746047,West Penn MLS,1548758,N,Y,40.4532824,-79.9323315
PAST SALE,December-27-2018,Townhouse,31 Hemingway St,Shadyside,PA,15213,310000,4,2,Shadyside,1440,,1995,,215,191,Sold,,,https://www.redfin.com/PA/Pittsburgh/31-Hemingway-St-15213/home/74564135,West Penn MLS,1361758,N,Y,40.456522,-79.950564
PAST SALE,May-15-2020,Single Family Residential,1708 Jancey St,Morningside,PA,15206,180000,2,1,Morningside,1020,,1930,,176,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1708-Jancey-St-15206/home/73539754,West Penn MLS,1429318,N,Y,40.4848887,-79.9274188
PAST SALE,September-17-2021,Townhouse,844 Heberton St,Highland Park,PA,15206,170000,4,1.5,Highland Park,1632,2178,1909,,104,,Sold,,,https://www.redfin.com/PA/Pittsburgh/844-Heberton-St-15206/home/74473733,West Penn MLS,1500949,N,Y,40.4695245,-79.91636
PAST SALE,June-28-2019,Condo/Co-op,5 Bayard Rd #607,Shadyside,PA,15213,175000,1,1,Shadyside,856,,1969,,204,404,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-607/home/73554364,West Penn MLS,1386601,N,Y,40.4526045,-79.9428352
PAST SALE,June-18-2021,Single Family Residential,259 45th St,Lawrenceville,PA,15201,302500,5,2,Lawrenceville,3034,2178,1900,,100,,Sold,,,https://www.redfin.com/PA/Pittsburgh/259-45th-St-15201/home/74651854,West Penn MLS,1500059,N,Y,40.4711406,-79.9576202
PAST SALE,October-9-2020,Condo/Co-op,128 N Craig St #617,Oakland,PA,15213,218000,3,2,Oakland,1382,,1957,,158,879,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-617/home/74664825,West Penn MLS,1462975,N,Y,40.4480778,-79.9483198
PAST SALE,October-1-2021,Single Family Residential,431 Taylor St,Bloomfield,PA,15224,301000,3,1.5,Bloomfield,1972,1306,1890,,153,,Sold,,,https://www.redfin.com/PA/Pittsburgh/431-Taylor-St-15224/home/74563342,West Penn MLS,1518674,N,Y,40.4605557,-79.9523315
PAST SALE,May-16-2019,Single Family Residential,254 Gross St,Friendship Park,PA,15224,323000,4,1.5,Friendship Park,2592,,1925,,125,,Sold,,,https://www.redfin.com/PA/Pittsburgh/254-Gross-St-15224/home/74775417,West Penn MLS,1384684,N,Y,40.463266,-79.9445946
PAST SALE,September-10-2021,Condo/Co-op,5 Bayard Rd #214,Shadyside,PA,15213,180000,1,1,Shadyside,880,,1969,,205,459,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-214/home/74664721,West Penn MLS,1511669,N,Y,40.4526045,-79.9428352
PAST SALE,August-27-2021,Single Family Residential,1211 Goodman St,Squirrel Hill,PA,15218,425000,3,2,Squirrel Hill,,7501,1952,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1211-Goodman-St-15218/home/164196116,West Penn MLS,1510765,N,Y,40.4190807,-79.9036368
PAST SALE,February-21-2020,Single Family Residential,407 S Pacific Ave,Friendship Park,PA,15224,577305,5,3.5,Friendship Park,2849,,1898,,203,,Sold,,,https://www.redfin.com/PA/Pittsburgh/407-S-Pacific-Ave-15224/home/74661930,West Penn MLS,1430870,N,Y,40.4595685,-79.9404005
PAST SALE,December-11-2019,Multi-Family (2-4 Unit),445 Taylor St,Bloomfield,PA,15224,189500,2,2,Bloomfield,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/445-Taylor-St-15224/home/73573936,West Penn MLS,1419378,N,Y,40.4600137,-79.952395
PAST SALE,July-16-2021,Condo/Co-op,201 Holmes Pl #4,Oakland,PA,15213,146500,1,1,Oakland,510,,1985,,287,95,Sold,,,https://www.redfin.com/PA/Pittsburgh/201-Holmes-Pl-15213/unit-4/home/74577467,West Penn MLS,1498989,N,Y,40.4324341,-79.954353
PAST SALE,October-5-2018,Single Family Residential,3402 Juliet St,Oakland,PA,15213,179350,4,2,Oakland,1462,,1900,,123,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3402-Juliet-St-15213/home/74572450,West Penn MLS,1358010,N,Y,40.4342001,-79.9559593
PAST SALE,August-15-2022,Single Family Residential,6529 Stanton Ave,Highland Park,PA,15206,396000,3,2,Highland Park,1462,4081,1926,,271,,Sold,,,https://www.redfin.com/PA/Pittsburgh/6529-Stanton-Ave-15206/home/74472408,West Penn MLS,1555566,N,Y,40.4723218,-79.9115632
PAST SALE,May-10-2022,Condo/Co-op,166 N Dithridge St Unit 1L,Oakland,PA,15213,130000,1,1,Oakland,909,200,1928,,143,633,Sold,,,https://www.redfin.com/PA/Pittsburgh/166-N-Dithridge-St-15213/unit-1L/home/74567710,West Penn MLS,1538670,N,Y,40.448595,-79.9513323
PAST SALE,October-8-2019,Single Family Residential,6644 5th Ave,Point Breeze,PA,15206,525000,5,2.5,Point Breeze,2619,,1930,,200,,Sold,,,https://www.redfin.com/PA/Pittsburgh/6644-Fifth-Ave-15206/home/74474681,West Penn MLS,1416260,N,Y,40.4535671,-79.9136196
PAST SALE,November-15-2021,Single Family Residential,3412 Beechwood Blvd,Squirrel Hill,PA,15217,345000,5,2,Squirrel Hill,2600,4356,1916,,133,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3412-Beechwood-Blvd-15217/home/74758432,West Penn MLS,1501889,N,Y,40.419905,-79.9269437
PAST SALE,August-5-2022,Single Family Residential,517 Peebles St,Wilkinsburg,PA,15221,335000,4,2,Wilkinsburg,1690,3471,1890,,198,,Sold,,,https://www.redfin.com/PA/Pittsburgh/517-Peebles-St-15221/home/74516717,West Penn MLS,1549778,N,Y,40.4406758,-79.8942336
PAST SALE,June-13-2019,Single Family Residential,327 S Evaline St,Friendship Park,PA,15224,475000,5,3,Friendship Park,2897,,1915,,164,,Sold,,,https://www.redfin.com/PA/Pittsburgh/327-S-Evaline-St-15224/home/74661376,West Penn MLS,1388868,N,Y,40.4611457,-79.9414067
PAST SALE,April-23-2019,Townhouse,3244 Ward St,Oakland,PA,15213,240000,3,2.5,Oakland,1462,,1985,,164,196,Sold,,,https://www.redfin.com/PA/PITTSBURGH/3244-WARD-ST-15213/home/74577532,West Penn MLS,1380992,N,Y,40.432016,-79.954955
PAST SALE,May-6-2022,Single Family Residential,316 Lowell St,Lincoln-larimer,PA,15206,295000,4,2.5,Lincoln-Larimer,2236,1886,1991,,132,,Sold,,,https://www.redfin.com/PA/Pittsburgh/316-Lowell-St-15206/home/74474268,West Penn MLS,1539136,N,Y,40.4614483,-79.9118063
PAST SALE,October-8-2021,Multi-Family (2-4 Unit),322 Hancock St,Polish Hill,PA,15219,219000,3,2,Polish Hill,,2178,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/322-Hancock-St-15219/home/74561571,West Penn MLS,1519119,N,Y,40.4583357,-79.9663594
PAST SALE,October-18-2019,Single Family Residential,5816 Phillips Ave,Squirrel Hill,PA,15217,263500,3,2,Squirrel Hill,1362,,1926,,193,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5816-Phillips-Ave-15217/home/73583430,West Penn MLS,1413346,N,Y,40.432127,-79.9224803
PAST SALE,January-22-2021,Multi-Family (2-4 Unit),406 Stanton Ave,Millvale,PA,15209,210000,3,2.5,Millvale,,2613,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/406-Stanton-Ave-15209/home/74733960,West Penn MLS,1471906,N,Y,40.478477,-79.97312
PAST SALE,March-31-2021,Condo/Co-op,5491 Penn Ave Unit A101,Friendship Park,PA,15206,239900,1,1,Friendship Park,1390,435,2016,,173,487,Sold,,,https://www.redfin.com/PA/Pittsburgh/5491-Penn-Ave-15206/unit-A101/home/113690136,West Penn MLS,1486245,N,Y,40.4644909,-79.9327945
PAST SALE,June-11-2021,Condo/Co-op,5 Bayard Rd #420,Shadyside,PA,15213,159900,1,1,Shadyside,709,,1969,,226,370,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-420/home/74664629,West Penn MLS,1496305,N,Y,40.4526045,-79.9428352
PAST SALE,September-14-2020,Single Family Residential,148 44th St,Lawrenceville,PA,15201,350000,4,1,Lawrenceville,1814,,1905,,193,,Sold,,,https://www.redfin.com/PA/Pittsburgh/148-44th-St-15201/home/74735393,West Penn MLS,1452854,N,Y,40.4725027,-79.9614881
PAST SALE,February-3-2022,Single Family Residential,2009 Sarah St,South Side,PA,15203,277500,3,1.5,South Side,1455,1054,1900,,191,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2009-Sarah-St-15203/home/74478873,West Penn MLS,1529986,N,Y,40.4278209,-79.9773405
PAST SALE,June-26-2020,Single Family Residential,152 47th St,Lawrenceville,PA,15201,601000,3,2.5,Lawrenceville,2292,,1890,,262,,Sold,,,https://www.redfin.com/PA/Pittsburgh/152-47th-St-15201/home/74735112,West Penn MLS,1444540,N,Y,40.474895,-79.9596853
PAST SALE,July-11-2019,Single Family Residential,4300 Centre Ave,Schenley Farms,PA,15213,640000,5,3,Schenley Farms,2631,,1910,,243,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4300-Centre-Ave-15213/home/74567425,West Penn MLS,1393748,N,Y,40.4490425,-79.9572814
PAST SALE,July-10-2020,Single Family Residential,452 Biddle Ave,Regent Square,PA,15221,290000,5,2,Regent Square,2662,,1900,,109,,Sold,,,https://www.redfin.com/PA/Pittsburgh/452-Biddle-Ave-15221/home/74516870,West Penn MLS,1447562,N,Y,40.4384314,-79.8897722
PAST SALE,September-14-2018,Condo/Co-op,5850 Centre Ave #201,Shadyside,PA,15206,200000,2,1,Shadyside,763,,1890,,262,411,Sold,,,https://www.redfin.com/PA/Pittsburgh/5850-Centre-Ave-15206/unit-201/home/74745291,West Penn MLS,1333093,N,Y,40.4581547,-79.9302009
PAST SALE,July-1-2021,Condo/Co-op,5 Bayard Rd #911,Shadyside,PA,15213,174000,1,1,Shadyside,860,,1969,,202,449,Sold,,,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-911/home/74665054,West Penn MLS,1502381,N,Y,40.4526045,-79.9428352
PAST SALE,January-14-2021,Condo/Co-op,5611 Elmer St #301,Shadyside,PA,15232,229000,2,1,Shadyside,945,,1900,,242,221,Sold,,,https://www.redfin.com/PA/Pittsburgh/5611-Elmer-St-15232/unit-301/home/73557703,West Penn MLS,1476456,N,Y,40.4534561,-79.9319747
PAST SALE,June-24-2022,Multi-Family (2-4 Unit),419 Taylor St,Bloomfield,PA,15224,365000,3,2,Bloomfield,,2739,1880,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/419-Taylor-St-15224/home/74563335,West Penn MLS,1555569,N,Y,40.4608498,-79.9520911
PAST SALE,April-3-2020,Townhouse,4207 Post St,Lawrenceville,PA,15201,292000,2,1.5,Lawrenceville,1062,,1924,,275,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4207-Post-St-15201/home/73505506,West Penn MLS,1436176,N,Y,40.4669932,-79.9554567
PAST SALE,September-28-2021,Multi-Family (2-4 Unit),247 S Saint Clair St,Friendship Park,PA,15206,530000,5,3,Friendship Park,,4356,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/247-S-St-Clair-St-15206/home/74745354,West Penn MLS,1511236,N,Y,40.4603274,-79.9300479
PAST SALE,November-16-2021,Single Family Residential,624 Frayne St,Greenfield,PA,15207,228723,5,2,Greenfield,2226,7405,1927,,103,,Sold,,,https://www.redfin.com/PA/Pittsburgh/624-Frayne-St-15207/home/74678841,West Penn MLS,1506256,N,Y,40.417499,-79.9354691
PAST SALE,February-15-2022,Condo/Co-op,307 S Dithridge St #505,Oakland,PA,15213,300000,2,2,Oakland,1505,304,1979,,199,800,Sold,,,https://www.redfin.com/PA/Pittsburgh/307-S-Dithridge-St-15213/unit-505/home/74567811,West Penn MLS,1519593,N,Y,40.445326,-79.949933
PAST SALE,December-30-2021,Condo/Co-op,5226 5th Ave #8,Shadyside,PA,15232,330000,3,2,Shadyside,1480,435,1980,,223,446,Sold,,,https://www.redfin.com/PA/Pittsburgh/5226-Fifth-Ave-15232/unit-8/home/74665784,West Penn MLS,1518576,N,Y,40.4477178,-79.9358944
PAST SALE,May-11-2022,Single Family Residential,1253 Love St,Squirrel Hill,PA,15218,255000,3,1.5,Squirrel Hill,1200,2674,1961,,213,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1253-Love-St-15218/home/74478334,West Penn MLS,1543312,N,Y,40.4205813,-79.9023248
PAST SALE,July-28-2021,Single Family Residential,5208 Friendship Ave,Friendship Park,PA,15224,612000,3,3.5,Friendship Park,2460,2613,1920,,249,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5208-Friendship-Ave-15224/home/74661437,West Penn MLS,1505297,N,Y,40.4619007,-79.9398544
PAST SALE,July-28-2022,Single Family Residential,2051 Veronica St,Troy Hill,PA,15212,130000,2,1,Troy Hill,1248,1698,1930,,104,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2051-Veronica-St-15212/home/74651312,West Penn MLS,1546342,N,Y,40.4696381,-79.9802635
PAST SALE,July-27-2022,Single Family Residential,833 Flemington St,Greenfield,PA,15217,299000,3,1,Greenfield,1557,2252,1906,,192,,Sold,,,https://www.redfin.com/PA/Pittsburgh/833-Flemington-St-15217/home/74674261,West Penn MLS,1557274,N,Y,40.4264991,-79.9347259
PAST SALE,,Multi-Family (5+ Unit),5250 Liberty Ave,Pittsburgh,PA,15224,50508000,,,,,55556,,,,,,,,https://www.redfin.com/PA/Pittsburgh/5250-Liberty-Ave-15224/home/113703120,,,N,Y,40.4569038,-79.9406495
PAST SALE,,Multi-Family (5+ Unit),4830 Ellsworth Ave,Pittsburgh,PA,15213,855000,,,,,7500,,,,,,,,https://www.redfin.com/PA/Pittsburgh/4830-Ellsworth-Ave-15213/home/163826756,,,N,Y,40.4490274,-79.9460788
PAST SALE,,Condo/Co-op,2705 Stella St,Pittsburgh,PA,15203,87000,2,1,,1404,,1890,,62,,,,,https://www.redfin.com/PA/Pittsburgh/2705-Stella-St-15203/home/74490907,,,N,Y,40.4226754,-79.968852
PAST SALE,,Multi-Family (5+ Unit),613 Greenfield Ave,Pittsburgh,PA,15207,504000,,,,,5881,,,,,,,,https://www.redfin.com/PA/Pittsburgh/613-Greenfield-Ave-15207/home/74673829,,,N,Y,40.4264653,-79.9391721
PAST SALE,,Parking,501 E Ohio St,Millvale,PA,15209,53500,,,,,10646,,,,,,,,https://www.redfin.com/PA/Millvale/501-E-Ohio-St-15209/home/163706487,,,N,Y,40.4787536,-79.9681918
PAST SALE,January-15-2018,Townhouse,1912 Lafayette St,Swissvale,PA,15218,42000,2,1,Swissvale,,,1943,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1912-Lafayette-St-15218/home/74519628,West Penn MLS,1314688,N,Y,40.4206413,-79.8923638
PAST SALE,January-26-2018,Multi-Family (5+ Unit),924 South Ave,Wilkinsburg,PA,15221,343000,10,10,Wilkinsburg,,,1955,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/924-South-Ave-15221/home/74545705,West Penn MLS,1311280,N,Y,40.4402011,-79.8805644
PAST SALE,March-31-2022,Multi-Family (2-4 Unit),3704-06 Melwood Ave,Polish Hill,PA,15213,321000,5,2.5,Polish Hill,,4173,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3704-Melwood-Ave-15213/home/163821869,West Penn MLS,1531877,N,Y,40.4597606,-79.9586103
PAST SALE,,Parking,166 39th St,Pittsburgh,PA,15201,300000,4,2,,1040,3410,1900,,288,,,,,https://www.redfin.com/PA/Pittsburgh/166-39th-St-15201/home/164165645,,,N,Y,40.4683508,-79.9650172
PAST SALE,May-4-2021,Townhouse,303 38th,Lawrenceville,PA,15201,650000,3,3.5,Lawrenceville,2342,,2018,,278,,Sold,,,https://www.redfin.com/PA/Pittsburgh/303-38th-St-15201/home/160607570,West Penn MLS,1486582,N,Y,40.4641085,-79.961204
PAST SALE,November-18-2020,Condo/Co-op,350 Oliver Ave #1603,Downtown Pgh,PA,15222,440295,1,1,Downtown Pgh,705,,2020,,625,,Sold,,,https://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1603/home/173351172,West Penn MLS,1471512,N,Y,40.4409654,-79.9995138
PAST SALE,April-12-2021,Single Family Residential,2015-17 Forbes Ave,Downtown Pgh,PA,15219,200000,10,4,Downtown Pgh,5886,5227,1920,,34,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2015-Forbes-Ave-15219/home/178313452,West Penn MLS,1484250,N,Y,40.4374471,-79.9770219
PAST SALE,,Condo/Co-op,1928 Josephine St,Pittsburgh,PA,15203,475000,3,2,,1728,,2020,,275,,,,,https://www.redfin.com/PA/Pittsburgh/1928-Josephine-St-15203/home/162222872,,,N,Y,40.424824,-79.978824
PAST SALE,October-6-2021,Single Family Residential,20 S 14th St,South Side,PA,15203,880000,0,0.5,South Side,100,1000,1855,,8800,,Sold,,,https://www.redfin.com/PA/Pittsburgh/20-S-14th-St-15203/home/147564139,West Penn MLS,1509732,N,Y,40.4293036,-79.9843405
PAST SALE,December-29-2017,Multi-Family (2-4 Unit),817 Anaheim St,Schenley Heights,PA,15219,120000,,,Schenley Heights,,,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/817-Anaheim-St-15219/home/74567111,West Penn MLS,1284919,N,Y,40.451905,-79.9598305
PAST SALE,,Single Family Residential,3439 Parkview Ave,Pittsburgh,PA,15213,230000,4,2,,2658,2750,1900,,87,,,,,https://www.redfin.com/PA/Pittsburgh/3439-Parkview-Ave-15213/home/74572491,,,N,Y,40.4354736,-79.952198
PAST SALE,January-19-2018,Single Family Residential,257 38th St,Lawrenceville,PA,15201,339000,3,2,Lawrenceville,1715,2613,1890,,198,,Sold,,,https://www.redfin.com/PA/Pittsburgh/257-38th-St-15201/home/74652450,West Penn MLS,1306614,N,Y,40.4655692,-79.9624824
PAST SALE,November-27-2017,Single Family Residential,4616 Carroll St,Bloomfield,PA,15224,90000,4,1.5,Bloomfield,1714,,1900,,53,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4616-Carroll-St-15224/home/74657416,West Penn MLS,1295048,N,Y,40.4650547,-79.9490633
PAST SALE,November-21-2017,Multi-Family (2-4 Unit),4622 Torley,Friendship Park,PA,15224,181500,,,Friendship Park,,,1889,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4622-Torley-St-15224/home/74658026,West Penn MLS,1282351,N,Y,40.4643724,-79.9491494
PAST SALE,January-2-2018,Single Family Residential,5266 Natrona Way,Lawrenceville,PA,15201,182500,2,1.5,Lawrenceville,,,1890,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5266-Natrona-Way-15201/home/74734477,West Penn MLS,1289782,N,Y,40.4811825,-79.9515447
PAST SALE,November-8-2017,Single Family Residential,206 Mccandless,Lawrenceville,PA,15201,256800,3,2.5,Lawrenceville,2418,,1900,,106,,Sold,,,https://www.redfin.com/PA/Pittsburgh/206-McCandless-Ave-15201/home/74734723,West Penn MLS,1292762,N,Y,40.4802153,-79.9517414
PAST SALE,June-6-2022,Condo/Co-op,4601 Fifth #128,Oakland,PA,15213,125000,2,2,Oakland,,,1958,,,919,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-128/home/147515508,West Penn MLS,1540436,N,Y,40.447339,-79.948719
PAST SALE,June-3-2022,Condo/Co-op,4601 Fifth Ave #328,Oakland,PA,15213,112500,2,2,Oakland,,,1958,,,937,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-328/home/173124061,West Penn MLS,1537369,N,Y,40.447339,-79.948719
PAST SALE,April-27-2022,Townhouse,920 Oranmore St,Stanton Heights,PA,15201,101100,3,1,Stanton Heights,1052,1498,1950,,96,,Sold,,,https://www.redfin.com/PA/Pittsburgh/920-Oranmore-St-15201/home/73533427,West Penn MLS,1541027,N,Y,40.4758202,-79.9368744
PAST SALE,December-15-2017,Single Family Residential,907 James St,East Allegheny,PA,15212,279540,4,2.5,East Allegheny,2354,,1900,,119,,Sold,,,https://www.redfin.com/PA/Pittsburgh/907-James-St-15212/home/74552394,West Penn MLS,1308727,N,Y,40.4553422,-80.0013813
PAST SALE,December-5-2017,Townhouse,1807 Wylie Ave,Hill District,PA,15219,133000,3,1,Hill District,990,,1990,,134,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1807-Wylie-Ave-15219/home/74773544,West Penn MLS,1309167,N,Y,40.44381,-79.983968
PAST SALE,December-21-2017,Single Family Residential,420 Taylor St,Bloomfield,PA,15224,140000,3,1.5,Bloomfield,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/420-Taylor-St-15224/home/73500436,West Penn MLS,1310506,N,Y,40.4609376,-79.9524189
PAST SALE,November-20-2017,Townhouse,330 Main,Lawrenceville,PA,15201,385000,3,1.5,Lawrenceville,2586,,1905,,149,,Sold,,,https://www.redfin.com/PA/Pittsburgh/330-Main-St-15201/home/74652845,West Penn MLS,1301451,N,Y,40.4667389,-79.957052
PAST SALE,November-17-2017,Single Family Residential,912 Bellefonte St,Shadyside,PA,15232,700000,4,4.5,Shadyside,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/912-Bellefonte-St-15232/home/74665357,West Penn MLS,1266166,N,Y,40.4499002,-79.9333269
PAST SALE,December-29-2017,Condo/Co-op,5025 5th Unit 1E,Shadyside,PA,15232,338250,4,3,Shadyside,1924,,1960,,176,1113,Sold,,,https://www.redfin.com/PA/Pittsburgh/5025-Fifth-Ave-15232/unit-1E/home/74665547,West Penn MLS,1297026,N,Y,40.4479274,-79.9416112
PAST SALE,January-16-2018,Single Family Residential,201 Gladstone Rd,Squirrel Hill,PA,15217,902500,4,3.5,Squirrel Hill,,,1991,,,83,Sold,,,https://www.redfin.com/PA/Pittsburgh/201-Gladstone-Rd-15217/home/74668859,West Penn MLS,1289078,N,Y,40.4414252,-79.9382232
PAST SALE,,Townhouse,146 Lincoln Ave,Millvale,PA,15209,20000,2,1,,1066,882,1900,,19,,,,,https://www.redfin.com/PA/Millvale/146-Lincoln-Ave-15209/home/74733612,,,N,Y,40.4794424,-79.970069
PAST SALE,December-1-2017,Single Family Residential,4299 Stanton Ave,Stanton Heights,PA,15201,134900,2,1.5,Stanton Heights,944,,1947,,143,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4299-Stanton-Ave-15201/home/74736901,West Penn MLS,1307625,N,Y,40.4796739,-79.9436439
PAST SALE,,Single Family Residential,6041 St Marie St,Pittsburgh,PA,15206,155000,5,4,,2715,4000,1900,,57,,,,,https://www.redfin.com/PA/Pittsburgh/6041-St-Marie-St-15206/home/74744525,,,N,Y,40.4686737,-79.9196856
PAST SALE,November-20-2017,Condo/Co-op,5611 Elmer St #101,Shadyside,PA,15232,240000,2,1,Shadyside,945,,1900,,254,208,Sold,,,https://www.redfin.com/PA/Pittsburgh/5611-Elmer-St-15232/unit-101/home/74746058,West Penn MLS,1308233,N,Y,40.4534561,-79.9319747
PAST SALE,December-18-2017,Single Family Residential,802 Maryland,Shadyside,PA,15232,620000,4,3,Shadyside,3126,,1900,,198,,Sold,,,https://www.redfin.com/PA/Pittsburgh/802-Maryland-Ave-15232/home/74748841,West Penn MLS,1281286,N,Y,40.4525033,-79.9288675
PAST SALE,January-22-2018,Condo/Co-op,4926 Cypress St #303,Bloomfield,PA,15224,417000,2,2.5,Bloomfield,,,2016,,,279,Sold,,,https://www.redfin.com/PA/Pittsburgh/4926-Cypress-St-15224/unit-303/home/107767333,West Penn MLS,1230035,N,Y,40.4581136,-79.9463891
PAST SALE,November-27-2017,Single Family Residential,7315 Race St,Homewood-brushton,PA,15208,10500,4,2,Homewood-Brushton,2304,,1928,,5,,Sold,,,https://www.redfin.com/PA/Pittsburgh/7315-Race-St-15208/home/73497075,West Penn MLS,1304335,N,Y,40.4583338,-79.89267
PAST SALE,January-12-2018,Single Family Residential,603 Whitney Ave,Regent Square,PA,15221,165000,4,1,Regent Square,,3049,1927,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/603-Whitney-Ave-15221/unit-A/home/73497655,West Penn MLS,1311821,N,Y,40.4378401,-79.8879788
