SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-17-2022,Condo/Co-op,128 N Craig St #805,Oakland,PA,15213,264000,2,2,Oakland,,,1957,,,765,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-805/home/74664827,West Penn MLS,1572224,N,Y,40.4480778,-79.9483198
PAST SALE,May-25-2022,Condo/Co-op,128 N Craig #902,Oakland,PA,15213,234000,2,2,Oakland,1250,,1955,,187,732,Sold,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-902/home/74664846,West Penn MLS,1539462,N,Y,40.4480778,-79.9483198
PAST SALE,October-27-2022,Single Family Residential,856 Canterbury Ln,Shadyside,PA,15232,1875000,4,3.5,Shadyside,3135,43,1940,,598,,Sold,,,https://www.redfin.com/PA/Pittsburgh/856-Canterbury-Ln-15232/home/74665524,West Penn MLS,1574691,N,Y,40.448245,-79.9414145
PAST SALE,September-30-2022,Single Family Residential,5222 Holmes St,Lawrenceville,PA,15201,494000,4,2.5,Lawrenceville,1876,2099,1925,,263,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5222-Holmes-St-15201/home/74734941,West Penn MLS,1564803,N,Y,40.4792709,-79.9515229
PAST SALE,October-19-2022,Single Family Residential,4380 Coleridge St,Stanton Heights,PA,15201,120000,2,1,Stanton Heights,918,3001,1947,,131,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4380-Coleridge-St-15201/home/74736824,West Penn MLS,1576614,N,Y,40.479645,-79.9417
PAST SALE,October-21-2021,Multi-Family (2-4 Unit),5704-06 Callowhill St,Highland Park,PA,15206,747500,4,4,Highland Park,,,1919,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5704-Callowhill-St-15206/home/74741270,West Penn MLS,1511406,N,Y,40.4776002,-79.9206479
PAST SALE,September-25-2020,Single Family Residential,5705 Wellesley,Highland Park,PA,15206,565000,4,3.5,Highland Park,1870,,1908,,302,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5705-Wellesley-Ave-15206/home/74741998,West Penn MLS,1456491,N,Y,40.4737859,-79.923027
PAST SALE,,Single Family Residential,527 Collins St,Pittsburgh,PA,15206,155000,2,1,,1050,3042,1940,,148,,,,,https://www.redfin.com/PA/Pittsburgh/527-Collins-St-15206/home/74744190,,,N,Y,40.4658628,-79.9196483
PAST SALE,,Condo/Co-op,363 S Highland Ave #403,Pittsburgh,PA,15206,282000,2,2,,1472,,1975,,192,,,,,https://www.redfin.com/PA/Pittsburgh/363-S-Highland-Ave-15206/unit-403/home/74746144,,,N,Y,40.4552543,-79.9249165
PAST SALE,September-30-2022,Single Family Residential,6324 Marchand St,Shadyside,PA,15206,525000,6,2,Shadyside,,,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/6324-Marchand-St-15206/home/74746070,West Penn MLS,1574155,N,Y,40.4567045,-79.9211859
PAST SALE,September-14-2022,Condo/Co-op,6015 Walnut St #103,Shadyside,PA,15206,300000,2,2.5,Shadyside,1062,788,1898,,282,411,Sold,,,https://www.redfin.com/PA/Pittsburgh/6015-Walnut-St-15206/unit-103/home/74746408,West Penn MLS,1565728,N,Y,40.454711,-79.924845
PAST SALE,February-5-2021,Single Family Residential,1100 Shady Ave,Shadyside,PA,15232,2221951,7,5,Shadyside,5248,53143,1897,,423,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1100-Shady-Ave-15232/home/74749502,West Penn MLS,1468058,N,Y,40.449586,-79.921313
PAST SALE,July-15-2022,Condo/Co-op,132 N Woodland Rd,Shadyside,PA,15232,805000,3,2,Shadyside,,,1998,,,250,Sold,,,https://www.redfin.com/PA/Pittsburgh/132-N-Woodland-Rd-15232/home/74775557,West Penn MLS,1558614,N,Y,40.451816,-79.9233293
PAST SALE,September-2-2022,Condo/Co-op,4625 Fifth Ave #206,Oakland,PA,15213,75000,2,1,Oakland,1040,,1956,,72,792,Sold,,,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-206/home/102201775,West Penn MLS,1546084,N,Y,40.4473994,-79.9482013
PAST SALE,October-21-2022,Single Family Residential,511 N Saint Clair,East Liberty,PA,15206,725000,3,2.5,East Liberty,,2700,2022,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/511-N-St-Clair-St-15206/home/109253746,West Penn MLS,1555186,N,Y,40.4677774,-79.9261299
PAST SALE,,Single Family Residential,1614 Miriam St,Swissvale,PA,15218,,3,1.5,,1142,3681,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1614-Miriam-St-15218/home/73570659,West Penn MLS,,N,Y,40.4261039,-79.8907345
PAST SALE,April-6-2022,Single Family Residential,175 S 16th St,South Side,PA,15203,335000,3,2,South Side,1628,1197,1900,,206,,Sold,,,https://www.redfin.com/PA/Pittsburgh/175-S-16th-St-15203/home/74478655,West Penn MLS,1541636,N,Y,40.4261257,-79.9827587
PAST SALE,March-28-2022,Single Family Residential,129 S 20th St,South Side,PA,15203,314900,4,2,South Side,1558,,1900,,202,,Sold,,,https://www.redfin.com/PA/Pittsburgh/129-S-20th-St-15203/home/74479219,West Penn MLS,1520379,N,Y,40.4270072,-79.9776136
PAST SALE,November-19-2021,Single Family Residential,2030 Sarah St,South Side,PA,15203,399900,3,3.5,South Side,,871,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2030-Sarah-St-15203/home/74479176,West Penn MLS,1521028,N,Y,40.4274431,-79.976516
PAST SALE,December-31-2021,Single Family Residential,229 W Swissvale Ave,Edgewood,PA,15218,585000,6,3.5,Edgewood,3667,11761,1900,,160,,Sold,,,https://www.redfin.com/PA/Pittsburgh/229-W-Swissvale-Ave-15218/home/74518298,West Penn MLS,1524697,N,Y,40.4303507,-79.8874977
PAST SALE,February-10-2022,Single Family Residential,116 Oakview Ave,Edgewood,PA,15218,295000,4,2.5,Edgewood,2700,,1900,,109,,Sold,,,https://www.redfin.com/PA/Pittsburgh/116-Oakview-Ave-15218/home/74518611,West Penn MLS,1532952,N,Y,40.4291448,-79.8836484
PAST SALE,February-4-2022,Single Family Residential,700 Graphic St,Greenfield,PA,15217,156000,3,2,Greenfield,,,1948,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/700-Graphic-St-15217/home/74673887,West Penn MLS,1523490,N,Y,40.4263102,-79.9361685
PAST SALE,January-7-2022,Single Family Residential,5828 Phillips Ave,Squirrel Hill,PA,15217,360000,6,2,Squirrel Hill,,,1911,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5828-Phillips-Ave-15217/home/74754217,West Penn MLS,1511970,N,Y,40.4321758,-79.9219374
PAST SALE,December-6-2021,Single Family Residential,5624 Pocusset St,Squirrel Hill,PA,15217,240000,3,1.5,Squirrel Hill,1300,2613,1955,,185,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5624-Pocusset-St-15217/home/74754831,West Penn MLS,1521130,N,Y,40.4291194,-79.9264049
PAST SALE,December-30-2021,Single Family Residential,1962 Josephine St,South Side,PA,15203,379900,2,2,South Side,1300,,2021,,292,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1962-Josephine-St-15203/home/171259026,West Penn MLS,1501097,N,Y,40.4248228,-79.9782145
PAST SALE,November-18-2021,Single Family Residential,2320 Carey Way,South Side,PA,15203,215000,3,2,South Side,1592,1306,1890,,135,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2320-Carey-Way-15203/home/74478979,West Penn MLS,1520698,N,Y,40.4276989,-79.9722169
PAST SALE,March-30-2022,Single Family Residential,98 S 26th St,South Side,PA,15203,253500,2,1,South Side,1114,910,1900,,228,,Sold,,,https://www.redfin.com/PA/Pittsburgh/98-S-26th-St-15203/home/74479141,West Penn MLS,1539306,N,Y,40.4263442,-79.9691142
PAST SALE,December-28-2021,Single Family Residential,2807 1/2 Jane St,South Side,PA,15203,280000,2,2.5,South Side,2000,,1900,,140,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2807-1-2-Jane-St-15203/home/74479689,West Penn MLS,1505038,N,Y,40.4248762,-79.9668035
PAST SALE,March-11-2022,Single Family Residential,3106 Mission St,South Side,PA,15203,243750,2,2,South Side,1146,2639,1900,,213,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3106-Mission-St-15203/home/74582948,West Penn MLS,1536133,N,Y,40.4205709,-79.965629
PAST SALE,September-14-2020,Single Family Residential,262 Service Way,Lawrenceville,PA,15201,174800,2,1.5,Lawrenceville,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/262-Service-Way-15201/home/73529540,West Penn MLS,1447986,N,Y,40.4707537,-79.9579261
PAST SALE,December-11-2020,Single Family Residential,25 4th St,Aspinwall,PA,15215,385000,3,2.5,Aspinwall,,,1904,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/25-4th-St-15215/home/74510252,West Penn MLS,1473304,N,Y,40.4941037,-79.9371303
PAST SALE,,Single Family Residential,222 9th St,Sharpsburg,PA,15215,25000,2,1,,1663,1495,1910,,15,,,,,https://www.redfin.com/PA/Sharpsburg/222-9th-St-15215/home/74510183,,,N,Y,40.4958086,-79.9336766
PAST SALE,December-3-2020,Single Family Residential,210 18th St,Sharpsburg,PA,15215,100000,2,1,Sharpsburg,1692,,1910,,59,,Sold,,,https://www.redfin.com/PA/Pittsburgh/210-18th-St-15215/home/74511201,West Penn MLS,1470602,N,Y,40.4956718,-79.9213725
PAST SALE,November-3-2020,Single Family Residential,2039 Eggers St,Troy Hill,PA,15212,245000,2,2.5,Troy Hill,1192,,1906,,206,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2039-Eggers-St-15212/home/74651300,West Penn MLS,1461929,N,Y,40.4680751,-79.9779851
PAST SALE,October-1-2020,Single Family Residential,174 38th,Lawrenceville,PA,15201,635000,3,2.5,Lawrenceville,,,1890,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/174-38th-St-15201/home/74651989,West Penn MLS,1462170,N,Y,40.4675536,-79.9653565
PAST SALE,November-20-2018,Single Family Residential,357 42nd St,Lawrenceville,PA,15201,310000,4,3,Lawrenceville,3200,,1900,,97,,Sold,,,https://www.redfin.com/PA/Pittsburgh/357-42nd-St-15201/home/74652019,West Penn MLS,1361862,N,Y,40.4680955,-79.9570301
PAST SALE,November-16-2020,Single Family Residential,149 Home St,Lawrenceville,PA,15201,375000,3,2.5,Lawrenceville,1643,,1890,,228,,Sold,,,https://www.redfin.com/PA/Pittsburgh/149-Home-St-15201/home/74735132,West Penn MLS,1463147,N,Y,40.4747833,-79.959871
PAST SALE,May-28-2021,Single Family Residential,4906 Harrison St,Lawrenceville,PA,15201,365100,3,2,Lawrenceville,1600,2178,1920,,228,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4906-Harrison-St-15201/home/74735154,West Penn MLS,1495332,N,Y,40.4781492,-79.9580572
PAST SALE,January-22-2021,Townhouse,913 Mccandless Ave,Lawrenceville,PA,15201,440000,3,2.5,Lawrenceville,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/913-McCandless-Ave-15201/home/74736944,West Penn MLS,1479258,N,Y,40.4786558,-79.9490543
PAST SALE,July-8-2021,Single Family Residential,5544 Bryant St,Highland Park,PA,15206,449000,8,2.5,Highland Park,3057,,1910,,147,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5544-Bryant-St-15206/home/74741337,West Penn MLS,1505934,N,Y,40.477432,-79.9248089
PAST SALE,October-26-2018,Single Family Residential,1118 N Negley Ave,Highland Park,PA,15206,570000,8,4,Highland Park,4829,,1900,,118,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1118-N-Negley-Ave-15206/home/74741500,West Penn MLS,1357154,N,Y,40.4759983,-79.9239487
PAST SALE,,Single Family Residential,5553 Black St,East Liberty,PA,15206,,6,3,,3181,5879,1907,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5553-Black-St-15206/home/74744094,West Penn MLS,,N,Y,40.4692566,-79.9281242
PAST SALE,July-13-2020,Single Family Residential,7 Clarendon Pl,Friendship Park,PA,15206,385000,3,2,Friendship Park,,,1920,,,280,Sold,,,https://www.redfin.com/PA/Pittsburgh/7-Clarendon-Pl-15206/home/74775419,West Penn MLS,1437893,N,Y,40.4639031,-79.9335455
PAST SALE,December-30-2020,Single Family Residential,157 Davenport St,Hill District,PA,15219,210000,3,1.5,Hill District,1376,,2007,,153,,Sold,,,https://www.redfin.com/PA/Pittsburgh/157-Davenport-St-15219/home/73492604,West Penn MLS,1477698,N,Y,40.4453077,-79.9808362
PAST SALE,April-6-2021,Single Family Residential,233 and 3217 Romeo,Oakland,PA,15213,170000,3,2,Oakland,1216,,1900,,140,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3217-Romeo-St-15213/home/73501326,West Penn MLS,1455547,N,Y,40.4329324,-79.9576857
PAST SALE,August-6-2021,Condo/Co-op,2434 Smallman St #213,Downtown Pgh,PA,15222,430000,2,2,Downtown Pgh,1190,,2011,,361,286,Sold,,,https://www.redfin.com/PA/Pittsburgh/2434-Smallman-St-15222/unit-213/home/73538906,West Penn MLS,1484148,N,Y,40.4542652,-79.9807707
PAST SALE,June-1-2021,Single Family Residential,325 Dinwiddie St,Hill District,PA,15219,80000,3,1.5,Hill District,1716,,1900,,47,,Sold,,,https://www.redfin.com/PA/Pittsburgh/325-Dinwiddie-St-15219/home/73541173,West Penn MLS,1465729,N,Y,40.4420613,-79.9806614
PAST SALE,December-4-2020,Townhouse,1612 Merriman,South Side,PA,15203,250000,2,1,South Side,,,1997,,,106,Sold,,,https://www.redfin.com/PA/Pittsburgh/1612-Merriman-Ct-15203/home/73542232,West Penn MLS,1466338,N,Y,40.4309844,-79.9820924
PAST SALE,November-2-2021,Condo/Co-op,200 Holmes Place #2,Oakland,PA,15213,145000,1,1,Oakland,,,1986,,,94,Sold,,,https://www.redfin.com/PA/Pittsburgh/200-Holmes-Pl-15213/unit-2/home/73549003,West Penn MLS,1521923,N,Y,40.4320476,-79.9544405
PAST SALE,August-6-2021,Single Family Residential,355 Ophelia St,Oakland,PA,15213,173000,3,1,Oakland,1401,871,1900,,123,,Sold,,,https://www.redfin.com/PA/Pittsburgh/355-Ophelia-St-15213/home/73549074,West Penn MLS,1508840,N,Y,40.4342504,-79.9608882
PAST SALE,September-10-2020,Single Family Residential,446 Sapphire Way,Bloomfield,PA,15224,143000,2,1,Bloomfield,1430,,1900,,100,,Sold,,,https://www.redfin.com/PA/Pittsburgh/446-Sapphire-Way-15224/home/73573611,West Penn MLS,1459489,N,Y,40.4599337,-79.9522004
PAST SALE,January-28-2021,Single Family Residential,3463 Denny,Lawrenceville,PA,15201,450000,3,2.5,Lawrenceville,1900,,1890,,237,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3463-Denny-St-15201/home/73579023,West Penn MLS,1479640,N,Y,40.4630513,-79.9646158
PAST SALE,October-13-2020,Single Family Residential,3221 Mary St,South Side,PA,15203,155000,4,3,South Side,2100,,1890,,74,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3221-Mary-St-15203/home/73590734,West Penn MLS,1448516,N,Y,40.420947,-79.9626026
PAST SALE,March-30-2021,Condo/Co-op,151 Fort Pitt Blvd #1801,Downtown Pgh,PA,15222,1210000,2,2,Downtown Pgh,2250,,2007,,538,1200,Sold,,,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-1801/home/74445217,West Penn MLS,1466650,N,Y,40.4384369,-80.0046467
PAST SALE,January-4-2021,Single Family Residential,92 S 22nd St,South Side,PA,15203,190000,2,2,South Side,1296,,1900,,147,,Sold,,,https://www.redfin.com/PA/Pittsburgh/92-S-22nd-St-15203/home/74446781,West Penn MLS,1473784,N,Y,40.4280393,-79.9748598
PAST SALE,July-24-2020,Single Family Residential,1835 Wharton St,South Side,PA,15203,500000,3,3,South Side,2694,,2012,,186,158,Sold,,,https://www.redfin.com/PA/Pittsburgh/1835-Wharton-St-15203/home/74448456,West Penn MLS,1427627,N,Y,40.4306661,-79.9794598
PAST SALE,April-15-2022,Multi-Family (2-4 Unit),532 Francis St,Hill District,PA,15219,35000,4,2,Hill District,,,1930,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/532-Francis-St-15219/home/74457216,West Penn MLS,1523936,N,Y,40.4481899,-79.9678141
PAST SALE,November-17-2021,Multi-Family (5+ Unit),2413-2425 Wylie Ave,Hill District,PA,15219,320000,20,7,Hill District,,6098,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2413-Wylie-Ave-15219/home/74457286,West Penn MLS,1523251,N,Y,40.4478171,-79.9728215
PAST SALE,March-5-2020,Single Family Residential,2016 Sidney St,South Side,PA,15203,170000,4,2,South Side,2062,,1900,,82,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2016-Sidney-St-15203/home/74478005,West Penn MLS,1403271,N,Y,40.4293091,-79.9768926
PAST SALE,August-28-2020,Single Family Residential,54 S 22nd St,South Side,PA,15203,515000,4,2.5,South Side,2864,,1898,,180,,Sold,,,https://www.redfin.com/PA/Pittsburgh/54-S-22nd-St-15203/home/74477997,West Penn MLS,1452619,N,Y,40.4296098,-79.9748061
PAST SALE,May-20-2020,Single Family Residential,1712 Fox Way,South Side,PA,15203,268000,3,1.5,South Side,1200,,1900,,223,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1712-Fox-Way-15203/home/74478147,West Penn MLS,1415195,N,Y,40.4300723,-79.9813496
PAST SALE,January-19-2021,Townhouse,1613 Franklin Ct,South Side,PA,15203,297500,2,2,South Side,1024,,1998,,291,106,Sold,,,https://www.redfin.com/PA/Pittsburgh/1613-Franklin-Ct-15203/home/74478192,West Penn MLS,1468167,N,Y,40.4304326,-79.9820924
PAST SALE,May-5-2020,Single Family Residential,1810 Carey Way,South Side,PA,15203,286000,3,1,South Side,1232,,1900,,232,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1810-Carey-Way-15203/home/74478701,West Penn MLS,1438579,N,Y,40.4281414,-79.9800452
PAST SALE,March-31-2021,Single Family Residential,2512 Josephine St,South Side,PA,15203,135000,2,2,South Side,1568,3484,1920,,86,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2512-Josephine-St-15203/home/74479606,West Penn MLS,1483163,N,Y,40.4242165,-79.9709325
PAST SALE,,Single Family Residential,5 Greeley St,Pittsburgh,PA,15203,151400,2,1,,1024,2615,1900,,148,,,,,https://www.redfin.com/PA/Pittsburgh/5-Greeley-St-15203/home/74479594,,,N,Y,40.4241834,-79.9741615
PAST SALE,,Multi-Family (5+ Unit),827 Chestnut St,Pittsburgh,PA,15212,360000,,,,,1882,,,,,,,,https://www.redfin.com/PA/Pittsburgh/827-Chestnut-St-15212/home/74557671,,,N,Y,40.4560911,-79.9950693
PAST SALE,September-18-2020,Single Family Residential,4744 Juniper St,Bloomfield,PA,15224,207500,4,1,Bloomfield,2192,,1900,,95,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4744-Juniper-St-15224/home/74563645,West Penn MLS,1448255,N,Y,40.4578551,-79.9512059
PAST SALE,October-8-2021,Single Family Residential,254 Robinson St,Oakland,PA,15213,240000,3,2,Oakland,1770,1742,1900,,136,,Sold,,,https://www.redfin.com/PA/Pittsburgh/254-Robinson-St-15213/home/74571512,West Penn MLS,1514056,N,Y,40.4422351,-79.9654979
PAST SALE,,Multi-Family (2-4 Unit),3209 Niagara St,Pittsburgh,PA,15213,252800,6,3,,2568,3040,1900,,98,,,,,https://www.redfin.com/PA/Pittsburgh/3209-Niagara-St-15213/home/74572223,,,N,Y,40.4342301,-79.960472
PAST SALE,September-15-2021,Multi-Family (2-4 Unit),3345 Parkview Ave,Oakland,PA,15213,290000,6,2,Oakland,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3345-Parkview-Ave-15213/home/74577946,West Penn MLS,1511320,N,Y,40.4329887,-79.952748
PAST SALE,April-20-2021,Condo/Co-op,112 Washington Pl Unit 11H,Downtown Pgh,PA,15219,172900,1,1.5,Downtown Pgh,932,,1967,,186,634,Sold,,,https://www.redfin.com/PA/Pittsburgh/112-Washington-Pl-15219/unit-11H/home/74578168,West Penn MLS,1475555,N,Y,40.439298,-79.991667
PAST SALE,January-6-2022,Condo/Co-op,112 Washington Pl Unit 15K,Downtown Pgh,PA,15219,105000,1,1,Downtown Pgh,528,,1967,,199,371,Sold,,,https://www.redfin.com/PA/Pittsburgh/112-Washington-Pl-15219/unit-15K/home/74578180,West Penn MLS,1520623,N,Y,40.439298,-79.991667
PAST SALE,November-30-2020,Single Family Residential,2914 Mary St,South Side,PA,15203,306000,3,2.5,South Side,1749,,1880,,175,,Sold,,,https://www.redfin.com/PA/PITTSBURGH/2914-MARY-ST-15203/home/74583031,West Penn MLS,1469717,N,Y,40.422961,-79.966128
PAST SALE,October-27-2020,Single Family Residential,3206 Mary St,South Side,PA,15203,305000,2,2.5,South Side,1670,7840,1900,,183,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3206-Mary-St-15203/home/74582970,West Penn MLS,1467619,N,Y,40.4211162,-79.9634111
PAST SALE,April-8-2021,Townhouse,1406 Bingham St,South Side,PA,15203,125000,2,1,South Side,958,,1880,,130,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1406-Bingham-St-15203/home/74620550,West Penn MLS,1484974,N,Y,40.4293347,-79.9838512
PAST SALE,February-2-2021,Single Family Residential,37 Uxor Way,South Side,PA,15203,217000,4,2,South Side,2000,,1920,,109,,Sold,,,https://www.redfin.com/PA/Pittsburgh/37-Uxor-Way-15203/home/74621221,West Penn MLS,1469549,N,Y,40.4264789,-79.9845502
PAST SALE,,Single Family Residential,86 S 14th St,Pittsburgh,PA,15203,180000,2,1.5,,877,1705,1900,,205,,,,,https://www.redfin.com/PA/Pittsburgh/86-S-14th-St-15203/home/74620991,,,N,Y,40.4271528,-79.9842553
PAST SALE,June-25-2021,Single Family Residential,164 S 16th St,South Side,PA,15203,154000,2,1,South Side,1845,1306,1900,,83,,Sold,,,https://www.redfin.com/PA/Pittsburgh/164-S-16th-St-15203/home/74620857,West Penn MLS,1501972,N,Y,40.4266197,-79.9830061
PAST SALE,April-19-2021,Single Family Residential,186 S 16th,South Side,PA,15203,203000,2,1.5,South Side,1608,,1900,,126,,Sold,,,https://www.redfin.com/PA/Pittsburgh/186-S-16th-St-15203/home/74621605,West Penn MLS,1481879,N,Y,40.4258675,-79.9830755
PAST SALE,May-30-2019,Townhouse,709 Ledlie St,Hill District,PA,15219,200000,3,1.5,Hill District,1296,,1995,,154,,Sold,,,https://www.redfin.com/PA/Pittsburgh/709-Ledlie-St-15219/home/74773733,West Penn MLS,1387623,N,Y,40.4473157,-79.9836435
PAST SALE,,Townhouse,1522 Bingham St,Pittsburgh,PA,15203,60000,3,4,,3740,1078,2012,,16,,,,,https://www.redfin.com/PA/Pittsburgh/1522-Bingham-St-15203/home/75128169,,,N,Y,40.4293712,-79.9828955
PAST SALE,April-14-2020,Townhouse,1306 Sarah St,South Side,PA,15203,439900,3,3.5,South Side,2203,,2015,,200,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1306-Sarah-St-15203/home/101639451,West Penn MLS,1439966,N,Y,40.4275342,-79.9848997
PAST SALE,April-28-2021,Single Family Residential,7161 Wiltsie St,Lincoln-larimer,PA,15206,52000,3,1.5,Lincoln-Larimer,1116,3920,1950,,47,,Sold,,,https://www.redfin.com/PA/Pittsburgh/7161-Wiltsie-St-15206/home/74513572,West Penn MLS,1488961,N,Y,40.4707609,-79.8941404
PAST SALE,July-26-2021,Single Family Residential,1308 Goettman St,Troy Hill,PA,15212,179000,3,1,Troy Hill,1662,2178,1910,,108,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1308-Goettmann-St-15212/home/74557310,West Penn MLS,1491709,N,Y,40.4586777,-79.9876633
PAST SALE,October-28-2022,Single Family Residential,338 Cherry St,West Homestead,PA,15120,115000,4,1.5,West Homestead,1613,2748,1920,,71,,Sold,,,https://www.redfin.com/PA/West-Homestead/338-Cherry-St-15120/home/74480169,West Penn MLS,1564389,N,Y,40.4017914,-79.9154878
PAST SALE,,Townhouse,1823 Rialto St,Pittsburgh,PA,15212,80000,3,1.5,,1152,2240,1900,,69,,,,,https://www.redfin.com/PA/Pittsburgh/1823-Rialto-St-15212/home/74650706,,,N,Y,40.4670186,-79.9828946
PAST SALE,September-24-2020,Single Family Residential,9 Cable Pl,Oakland,PA,15213,230000,7,3,Oakland,,,1935,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/9-Cable-Pl-15213/home/73500773,West Penn MLS,1460471,N,Y,40.4368665,-79.9532166
PAST SALE,,Condo/Co-op,213 42nd St,Pittsburgh,PA,15201,115000,2,1,,964,,1890,,119,,,,,https://www.redfin.com/PA/Pittsburgh/213-42nd-St-15201/home/73505383,,,N,Y,40.4701121,-79.9600459
PAST SALE,March-6-2020,Single Family Residential,918 Norfolk St,Greenfield,PA,15217,220000,3,1.5,Greenfield,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/918-Norfolk-St-15217/home/73507045,West Penn MLS,1426105,N,Y,40.4224469,-79.9332265
PAST SALE,,Single Family Residential,147 Locarna Way,Lawrenceville,PA,15201,,2,1,,1200,863,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/147-Locarna-Way-15201/home/73509652,West Penn MLS,,N,Y,40.47283,-79.96115
PAST SALE,,Condo/Co-op,5841 Elwood St,Pittsburgh,PA,15232,370000,3,1.5,,1428,,1952,,259,,,,,https://www.redfin.com/PA/Pittsburgh/5841-Elwood-St-15232/home/73509368,,,N,Y,40.4540789,-79.9279053
PAST SALE,March-2-2020,Condo/Co-op,5825 5th Ave #201,Shadyside,PA,15232,221000,2,1,Shadyside,1016,,1968,,218,457,Sold,,,https://www.redfin.com/PA/Pittsburgh/5825-Fifth-Ave-15232/unit-201/home/73509941,West Penn MLS,1416146,N,Y,40.4513215,-79.9263972
PAST SALE,March-31-2021,Single Family Residential,3602 Whitney,Oakland,PA,15213,105000,3,1.5,Oakland,1421,,1900,,74,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3602-Whitney-St-15213/home/73525161,West Penn MLS,1452367,N,Y,40.430235,-79.9557954
PAST SALE,September-30-2020,Single Family Residential,850 Flemington,Squirrel Hill,PA,15217,198900,3,1,Squirrel Hill,1400,,1955,,142,,Sold,,,https://www.redfin.com/PA/Pittsburgh/850-Flemington-St-15217/home/73530890,West Penn MLS,1458931,N,Y,40.426481,-79.9340701
PAST SALE,November-27-2018,Single Family Residential,715 Leydon,Lawrenceville,PA,15201,40000,3,1,Lawrenceville,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/715-Leydon-St-15201/home/73533630,West Penn MLS,1368065,N,Y,40.480966,-79.9476642
PAST SALE,,Condo/Co-op,5403 Berlin Way,Pittsburgh,PA,15201,120000,2,1.5,,1229,,1900,,98,,,,,https://www.redfin.com/PA/Pittsburgh/5403-Berlin-Way-15201/home/73541006,,,N,Y,40.4832852,-79.951464
PAST SALE,April-1-2021,Single Family Residential,3742 Childs,Oakland,PA,15213,160000,3,2,Oakland,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3742-Childs-St-15213/home/73549306,West Penn MLS,1486943,N,Y,40.429635,-79.9516546
